Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,Yes,Travel_Rarely,961,Sales,4,4,Marketing,1,408,4,Male,48,2,2,Sales Executive,4,Single,5862,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4
42,No,Travel_Frequently,565,Research & Development,8,3,Life Sciences,1,818,2,Male,66,3,5,Manager,4,Divorced,18464,16158,1,Y,No,13,3,2,80,1,24,4,2,24,7,14,9
30,No,Travel_Rarely,913,Research & Development,1,2,Medical,1,2007,4,Male,77,3,1,Laboratory Technician,2,Married,3766,4181,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
35,No,Travel_Rarely,650,Sales,7,1,Life Sciences,1,1478,4,Male,77,3,1,Sales Representative,3,Married,2293,16218,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0
26,No,Non-Travel,792,Research & Development,7,3,Medical,1,1699,4,Male,76,3,1,Laboratory Technician,4,Single,2630,11983,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
27,No,Travel_Frequently,595,Research & Development,2,3,Medical,1,1635,4,Male,87,3,1,Research Scientist,4,Single,2524,6374,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
34,No,Travel_Rarely,1394,Research & Development,1,5,Life Sciences,1,677,2,Male,42,3,1,Research Scientist,4,Married,2617,7570,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
37,No,Travel_Rarely,410,Research & Development,19,2,Life Sciences,1,60,2,Male,73,3,1,Research Scientist,2,Married,2992,10232,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0
54,No,Travel_Rarely,163,Research & Development,10,3,Medical,1,1981,3,Female,77,3,2,Manufacturing Director,1,Single,4401,25031,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4
29,Yes,Travel_Frequently,747,Sales,24,3,Technical Degree,1,1915,3,Male,45,4,1,Sales Representative,1,Single,1353,10771,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0
37,No,Travel_Rarely,1197,Research & Development,5,2,Medical,1,459,4,Male,62,3,2,Manufacturing Director,4,Divorced,6350,23216,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4
53,No,Travel_Rarely,1284,Research & Development,5,3,Other,1,27,3,Female,58,3,5,Manager,3,Divorced,19208,10799,4,Y,No,11,3,4,80,1,26,3,2,14,13,4,8
25,Yes,Travel_Rarely,1212,Research & Development,4,1,Technical Degree,1,1116,4,Male,32,3,1,Laboratory Technician,4,Married,3615,4617,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
49,No,Travel_Rarely,455,Research & Development,16,3,Medical,1,1680,4,Female,74,3,1,Laboratory Technician,1,Divorced,2546,24818,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
35,No,Travel_Rarely,228,Research & Development,16,2,Other,1,1890,4,Female,44,2,2,Manufacturing Director,2,Married,4755,25267,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
56,No,Travel_Rarely,1258,Research & Development,1,2,Life Sciences,1,1444,1,Female,90,3,1,Research Scientist,1,Married,1968,10262,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0
40,No,Travel_Rarely,1485,Research & Development,20,4,Technical Degree,1,1099,1,Male,60,3,3,Healthcare Representative,4,Married,10135,26488,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
50,No,Travel_Rarely,1320,Research & Development,28,3,Life Sciences,1,1314,4,Female,43,3,4,Research Director,1,Married,16942,22747,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2
36,No,Non-Travel,1354,Research & Development,9,4,Life Sciences,1,1941,1,Male,67,4,1,Laboratory Technician,2,Married,2721,9307,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2
34,No,Travel_Rarely,1333,Research & Development,19,2,Medical,1,2,2,Male,94,3,1,Laboratory Technician,4,Divorced,2631,8656,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2
36,Yes,Travel_Rarely,1464,Sales,13,5,Marketing,1,1729,2,Male,96,2,2,Sales Executive,1,Divorced,6054,8870,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
40,No,Travel_Rarely,606,Sales,7,4,Medical,1,1742,2,Male,88,3,5,Manager,2,Single,19721,4417,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
51,Yes,Travel_Frequently,1134,Research & Development,8,4,Life Sciences,1,167,1,Male,54,1,3,Manufacturing Director,4,Single,10542,25293,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3
43,No,Travel_Frequently,958,Research & Development,28,3,Medical,1,177,2,Female,72,4,1,Research Scientist,3,Single,4756,16187,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2
54,No,Travel_Rarely,690,Research & Development,3,3,Life Sciences,1,1262,4,Male,85,3,4,Research Director,4,Married,17680,23263,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9
39,No,Travel_Rarely,1126,Research & Development,1,3,Medical,1,425,3,Male,48,4,3,Healthcare Representative,4,Divorced,9596,10990,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7
24,No,Travel_Rarely,597,Research & Development,9,3,Medical,1,1710,3,Male,62,4,1,Research Scientist,3,Married,4346,17425,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
27,No,Travel_Rarely,261,Research & Development,5,1,Technical Degree,1,848,3,Male,42,2,3,Research Director,4,Divorced,12778,8804,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8
24,No,Travel_Rarely,777,Research & Development,1,2,Life Sciences,1,1983,2,Male,46,2,2,Healthcare Representative,3,Single,4605,14018,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
46,No,Travel_Rarely,241,Sales,3,3,Life Sciences,1,1535,3,Female,51,3,4,Manager,2,Married,16709,11391,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1
35,Yes,Travel_Rarely,560,Research & Development,23,2,Life Sciences,1,245,2,Male,49,2,2,Manufacturing Director,3,Married,5849,15265,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1
37,Yes,Travel_Frequently,509,Research & Development,10,3,Medical,1,374,1,Male,61,3,3,Manufacturing Director,3,Divorced,10330,22641,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0
45,No,Non-Travel,348,Sales,26,3,Marketing,1,1617,1,Male,52,2,2,Sales Executive,1,Married,4370,24102,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
33,No,Non-Travel,544,Sales,16,3,Life Sciences,1,1682,3,Female,37,3,2,Sales Executive,4,Divorced,5442,16126,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
31,No,Travel_Rarely,609,Research & Development,12,3,Medical,1,969,4,Female,41,3,2,Healthcare Representative,4,Married,5808,17402,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5
30,No,Travel_Rarely,1097,Research & Development,10,3,Medical,1,1800,1,Female,64,3,3,Manufacturing Director,3,Single,9920,2825,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
37,Yes,Travel_Rarely,642,Sales,1,4,Life Sciences,1,966,1,Male,45,2,3,Sales Executive,3,Married,10720,14961,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
31,Yes,Travel_Rarely,203,Research & Development,8,3,Life Sciences,1,1426,1,Female,34,2,1,Research Scientist,2,Single,1181,22231,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
29,No,Travel_Rarely,1333,Research & Development,2,3,Life Sciences,1,73,3,Male,76,3,1,Research Scientist,2,Married,2681,5158,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4
28,Yes,Travel_Rarely,1420,Research & Development,17,3,Technical Degree,1,1937,3,Male,32,2,1,Laboratory Technician,4,Divorced,2308,18772,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1676,1,Female,67,3,2,Sales Executive,4,Married,5425,22644,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
45,No,Travel_Frequently,1208,Research & Development,7,4,Life Sciences,1,342,1,Male,77,4,2,Manufacturing Director,3,Married,6414,5030,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2
56,No,Travel_Rarely,1385,Research & Development,7,3,Life Sciences,1,104,4,Male,49,1,3,Manufacturing Director,4,Single,7284,21730,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2
35,No,Travel_Rarely,205,Sales,1,3,Medical,1,609,1,Female,80,3,2,Sales Executive,3,Single,4875,6904,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
56,No,Travel_Rarely,1427,Sales,11,5,Marketing,1,1941,4,Female,89,2,2,Sales Executive,1,Married,5394,20407,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0
31,No,Travel_Rarely,731,Research & Development,8,4,Life Sciences,1,95,3,Female,61,3,2,Manufacturing Director,4,Single,4452,20811,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8
31,No,Travel_Rarely,1473,Research & Development,23,3,Medical,1,370,2,Male,63,2,2,Healthcare Representative,4,Married,5562,14508,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
27,No,Travel_Rarely,1144,Sales,8,4,Marketing,1,468,2,Female,56,3,2,Sales Executive,2,Married,6077,3565,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7
20,No,Travel_Rarely,716,Sales,9,1,Life Sciences,1,1682,4,Male,54,3,1,Sales Representative,1,Single,2727,21137,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
53,No,Travel_Rarely,958,Research & Development,7,3,Life Sciences,1,725,3,Male,59,4,4,Research Director,3,Married,14773,13719,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
27,No,Travel_Rarely,518,Sales,2,2,Medical,1,1894,1,Female,89,4,2,Sales Executive,3,Single,6500,26999,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7
42,No,Travel_Frequently,1464,Research & Development,5,2,Other,1,596,2,Male,97,3,1,Laboratory Technician,3,Married,1887,9025,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1,1541,4,Male,64,2,3,Sales Executive,3,Married,7058,12015,1,Y,Yes,14,3,4,80,0,10,3,3,10,9,8,6
35,No,Travel_Rarely,1367,Research & Development,27,4,Life Sciences,1,1719,4,Male,49,3,2,Manufacturing Director,3,Married,6883,4868,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
28,Yes,Travel_Rarely,1466,Sales,13,2,Marketing,1,1931,4,Female,84,3,2,Sales Executive,3,Single,9761,23480,3,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2
60,No,Travel_Rarely,706,Sales,7,4,Marketing,1,1248,2,Male,52,4,2,Sales Executive,4,Divorced,5210,10842,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9
43,No,Travel_Frequently,312,Research & Development,21,3,Medical,1,534,4,Male,61,3,1,Laboratory Technician,4,Married,2157,15416,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
36,No,Travel_Frequently,686,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,4942,9346,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
33,No,Travel_Rarely,831,Research & Development,5,4,Life Sciences,1,321,3,Female,63,2,1,Research Scientist,4,Married,2948,14717,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2
31,No,Travel_Rarely,740,Research & Development,2,4,Life Sciences,1,1703,2,Male,69,3,1,Laboratory Technician,3,Married,3326,18062,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
52,No,Non-Travel,713,Research & Development,19,4,Medical,1,783,4,Male,41,3,1,Research Scientist,4,Married,4381,26733,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2
32,Yes,Travel_Rarely,1050,Sales,4,4,Medical,1,273,4,Male,32,1,3,Sales Executive,4,Married,10514,25654,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
19,Yes,Travel_Rarely,413,Sales,21,3,Other,1,954,4,Male,37,2,1,Sales Representative,2,Single,2213,10048,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0
46,No,Travel_Rarely,513,Sales,1,2,Marketing,1,253,2,Female,92,3,3,Sales Executive,1,Divorced,10510,2165,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
47,No,Non-Travel,1154,Research & Development,1,1,Medical,1,2008,3,Female,98,3,3,Research Director,2,Married,11886,17395,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12
35,No,Non-Travel,1182,Research & Development,2,2,Medical,1,1795,2,Male,90,3,2,Manufacturing Director,4,Divorced,5620,24259,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
42,No,Travel_Frequently,1264,Research & Development,2,1,Medical,1,873,2,Male,35,3,1,Research Scientist,4,Single,2632,9064,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2
43,No,Travel_Frequently,306,Research & Development,21,3,Medical,1,520,4,Male,62,3,1,Laboratory Technician,4,Married,2084,15475,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
37,No,Travel_Frequently,666,Research & Development,11,3,Other,1,319,2,Male,47,3,3,Research Director,4,Divorced,12144,10030,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
38,No,Travel_Frequently,590,Research & Development,2,2,Medical,1,1754,3,Female,75,2,1,Laboratory Technician,2,Married,2367,15941,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
30,No,Travel_Rarely,859,Research & Development,1,1,Life Sciences,1,114,4,Male,55,2,2,Laboratory Technician,4,Married,5115,16066,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0
28,No,Travel_Frequently,196,Research & Development,2,3,Life Sciences,1,1310,4,Male,52,2,1,Laboratory Technician,4,Married,3931,14184,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
38,No,Travel_Frequently,1398,Research & Development,8,3,Medical,1,1920,4,Female,58,2,2,Research Scientist,2,Divorced,2033,18086,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7
41,No,Non-Travel,508,Research & Development,2,4,Other,1,605,1,Female,62,2,2,Healthcare Representative,3,Single,6819,2218,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
32,No,Travel_Rarely,1072,Research & Development,2,3,Medical,1,455,3,Female,75,3,1,Laboratory Technician,2,Married,2384,3988,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7
41,No,Non-Travel,239,Research & Development,7,1,Life Sciences,1,1014,2,Female,55,1,5,Research Director,3,Divorced,19877,20291,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10
38,No,Travel_Rarely,1070,Research & Development,29,3,Technical Degree,1,251,4,Male,54,3,2,Manufacturing Director,4,Married,6282,4209,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7
29,Yes,Travel_Frequently,354,Research & Development,14,1,Other,1,1409,3,Female,84,3,3,Healthcare Representative,4,Single,7605,23087,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7
38,No,Travel_Rarely,1318,Sales,1,4,Life Sciences,1,1995,4,Male,87,3,2,Sales Executive,2,Married,4441,7272,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8
35,No,Travel_Rarely,187,Research & Development,23,4,Medical,1,1848,2,Male,91,1,1,Laboratory Technician,3,Married,2650,9725,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3
41,No,Travel_Rarely,930,Research & Development,9,4,Life Sciences,1,213,3,Male,94,3,1,Laboratory Technician,1,Married,2382,6976,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4
34,No,Travel_Rarely,1094,Sales,8,2,Life Sciences,1,800,3,Female,93,3,2,Sales Executive,1,Married,6424,13192,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2
28,Yes,Travel_Rarely,114,Research & Development,24,3,Life Sciences,1,11,3,Male,49,2,1,Laboratory Technician,3,Single,2123,12677,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3
38,No,Travel_Rarely,432,Sales,16,3,Life Sciences,1,1599,2,Female,90,3,2,Sales Executive,2,Single,4324,16330,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
44,Yes,Travel_Rarely,613,Research & Development,15,3,Medical,1,1291,1,Female,73,3,3,Healthcare Representative,4,Married,7983,13962,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5
51,No,Travel_Rarely,414,Research & Development,9,4,Life Sciences,1,105,4,Male,96,3,1,Laboratory Technician,4,Married,2031,18766,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3
25,No,Travel_Rarely,270,Research & Development,1,3,Medical,1,1309,4,Female,39,3,1,Research Scientist,2,Single,2140,18839,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1
18,No,Non-Travel,1135,Research & Development,1,3,Life Sciences,1,1372,4,Female,97,3,1,Laboratory Technician,4,Single,1587,19650,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0
27,Yes,Travel_Frequently,302,Research & Development,2,2,Medical,1,1512,3,Male,38,2,1,Laboratory Technician,1,Single,2601,5560,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0
56,No,Travel_Frequently,1236,Research & Development,9,3,Medical,1,1064,1,Female,62,3,1,Research Scientist,3,Married,2838,12242,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3
31,No,Travel_Rarely,1459,Research & Development,23,3,Medical,1,365,2,Male,64,2,2,Healthcare Representative,4,Married,5628,14401,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
24,No,Non-Travel,1113,Research & Development,9,3,Life Sciences,1,814,3,Male,60,2,1,Laboratory Technician,2,Divorced,2807,26254,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0
29,No,Travel_Rarely,350,Human Resources,6,1,Medical,1,1872,4,Male,87,2,1,Human Resources,2,Married,2767,15480,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0
40,No,Travel_Rarely,1420,Research & Development,2,2,Medical,1,351,1,Male,49,3,5,Research Director,3,Divorced,19389,5935,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9
23,No,Travel_Rarely,653,Research & Development,9,1,Medical,1,766,2,Male,37,3,1,Laboratory Technician,1,Married,2599,4243,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
33,Yes,Travel_Rarely,367,Sales,5,3,Marketing,1,486,4,Female,34,3,1,Sales Representative,3,Single,2730,8877,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0
20,Yes,Travel_Rarely,137,Research & Development,4,3,Technical Degree,1,962,1,Male,84,3,1,Laboratory Technician,1,Single,2927,13086,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0
34,No,Travel_Frequently,549,Research & Development,1,4,Other,1,1430,4,Male,91,3,1,Research Scientist,1,Divorced,2947,20315,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
31,Yes,Travel_Frequently,551,Research & Development,20,3,Life Sciences,1,582,1,Male,66,3,3,Healthcare Representative,3,Married,9868,22714,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
47,Yes,Travel_Frequently,711,Sales,27,2,Life Sciences,1,769,2,Female,77,4,2,Sales Executive,3,Single,6476,10305,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3
38,No,Travel_Rarely,1014,Sales,2,2,Life Sciences,1,1347,2,Female,31,3,2,Sales Executive,1,Divorced,6796,19490,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7
31,No,Travel_Rarely,523,Sales,6,4,Medical,1,680,1,Male,66,4,2,Sales Executive,4,Divorced,5622,6207,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
30,No,Travel_Rarely,976,Sales,15,2,Marketing,1,1766,3,Male,94,2,3,Sales Executive,1,Divorced,7181,2992,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
35,No,Travel_Frequently,192,Research & Development,18,2,Life Sciences,1,1411,3,Male,60,3,3,Manufacturing Director,4,Single,9339,20193,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2
35,No,Travel_Frequently,192,Research & Development,18,2,Life Sciences,1,1408,3,Male,60,3,3,Manufacturing Director,4,Single,9563,19908,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2
42,No,Travel_Frequently,1479,Research & Development,5,2,Other,1,592,2,Male,96,3,1,Laboratory Technician,3,Married,1928,9155,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0
22,Yes,Travel_Frequently,1251,Research & Development,3,4,Life Sciences,1,1209,3,Male,48,2,1,Research Scientist,4,Married,2936,4224,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
38,No,Travel_Frequently,475,Research & Development,12,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6304,4332,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,449,3,Male,92,2,3,Research Director,4,Divorced,11582,15545,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9
30,No,Travel_Rarely,903,Research & Development,1,2,Medical,1,1984,4,Male,76,3,1,Laboratory Technician,2,Married,3763,4048,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
48,No,Travel_Rarely,978,Research & Development,2,2,Technical Degree,1,1250,4,Male,76,4,1,Laboratory Technician,2,Single,2498,16817,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
42,No,Travel_Rarely,930,Research & Development,29,3,Life Sciences,1,845,2,Male,98,3,2,Manufacturing Director,2,Married,4341,11886,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
39,No,Travel_Rarely,1499,Sales,21,4,Life Sciences,1,1389,1,Male,43,2,2,Sales Executive,4,Married,6231,3948,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4
38,No,Travel_Rarely,1250,Sales,14,3,Life Sciences,1,1577,3,Male,80,3,2,Sales Executive,2,Married,9845,12255,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
37,No,Travel_Rarely,1306,Research & Development,10,4,Life Sciences,1,547,3,Male,48,3,2,Manufacturing Director,2,Single,4145,21238,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1241,3,Male,57,3,2,Sales Executive,4,Single,4928,20635,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1
39,No,Non-Travel,1496,Research & Development,25,2,Life Sciences,1,1412,3,Male,71,3,3,Healthcare Representative,3,Married,10924,3502,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5
41,No,Non-Travel,512,Research & Development,2,4,Other,1,634,1,Female,62,2,2,Healthcare Representative,3,Single,6788,2263,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
28,No,Travel_Frequently,191,Research & Development,2,3,Life Sciences,1,1304,4,Male,52,2,1,Laboratory Technician,4,Married,3774,14556,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
29,No,Travel_Rarely,147,Research & Development,15,2,Life Sciences,1,10,4,Female,48,2,2,Laboratory Technician,3,Single,4236,12657,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
39,No,Travel_Rarely,610,Research & Development,6,1,Medical,1,2066,4,Male,42,2,3,Healthcare Representative,1,Married,9898,21870,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
39,No,Travel_Rarely,1136,Research & Development,1,3,Medical,1,423,3,Male,48,4,3,Healthcare Representative,4,Divorced,9645,10981,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7
55,Yes,Travel_Rarely,724,Research & Development,2,3,Medical,1,801,4,Male,78,3,5,Manager,1,Married,19959,20869,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
36,Yes,Travel_Rarely,1217,Sales,9,4,Life Sciences,1,33,3,Male,83,2,1,Sales Representative,1,Single,3553,7103,7,Y,No,23,4,2,80,0,10,4,3,5,3,0,3
36,No,Travel_Frequently,1455,Sales,11,2,Technical Degree,1,141,2,Female,91,3,3,Sales Executive,4,Married,9749,23266,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
44,No,Travel_Rarely,173,Research & Development,1,4,Life Sciences,1,1880,2,Male,78,4,2,Healthcare Representative,1,Married,4911,9227,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
43,No,Travel_Frequently,566,Research & Development,10,4,Life Sciences,1,428,3,Female,82,2,2,Laboratory Technician,3,Divorced,5329,6411,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0
54,No,Travel_Rarely,966,Research & Development,1,3,Medical,1,1439,4,Female,54,3,4,Research Director,4,Single,17419,5482,6,Y,No,19,3,4,80,0,29,3,2,20,7,12,7
56,No,Travel_Rarely,1371,Research & Development,23,3,Life Sciences,1,1378,4,Male,68,3,4,Manufacturing Director,2,Married,13249,18444,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9
27,No,Non-Travel,443,Research & Development,3,3,Medical,1,857,4,Male,50,3,1,Research Scientist,4,Married,1651,16616,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0
18,No,Non-Travel,1122,Research & Development,1,3,Life Sciences,1,1352,4,Female,97,3,1,Laboratory Technician,4,Single,1613,19367,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0
30,No,Non-Travel,976,Research & Development,7,3,Technical Degree,1,1486,3,Male,64,3,1,Research Scientist,3,Divorced,1251,7156,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
36,Yes,Travel_Rarely,323,Research & Development,9,3,Medical,1,83,4,Male,78,2,1,Research Scientist,3,Married,3357,21657,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0
34,Yes,Non-Travel,1351,Sales,19,3,Marketing,1,503,1,Male,67,4,2,Sales Executive,4,Single,5172,4796,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
21,No,Travel_Rarely,993,Research & Development,3,2,Medical,1,389,4,Male,100,2,1,Research Scientist,3,Single,3288,10657,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0
59,No,Travel_Rarely,1426,Research & Development,18,4,Medical,1,1271,4,Male,67,3,3,Manufacturing Director,4,Single,10601,20092,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
32,No,Travel_Rarely,606,Sales,7,5,Marketing,1,1439,4,Male,97,3,2,Sales Executive,4,Married,9262,23396,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3
48,No,Travel_Frequently,363,Research & Development,4,5,Medical,1,1624,3,Male,89,2,4,Manager,4,Married,15228,5620,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
24,No,Travel_Frequently,547,Sales,24,3,Medical,1,630,4,Male,38,3,1,Sales Representative,4,Married,2634,5315,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
45,No,Travel_Rarely,789,Human Resources,24,4,Medical,1,1035,2,Male,36,3,1,Human Resources,2,Single,2130,8370,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
55,No,Travel_Rarely,1458,Research & Development,22,3,Technical Degree,1,1664,1,Male,94,2,1,Research Scientist,2,Divorced,3571,23890,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
23,No,Travel_Rarely,964,Research & Development,10,3,Technical Degree,1,1569,4,Male,45,4,1,Research Scientist,3,Married,2136,12867,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
